Time,south_north,west_east,XLAT,XLONG,XTIME,T2
0,14,63,28.888687,-73.92609,2024-08-25,301.14154
0,14,64,28.808708,-73.633514,2024-08-25,300.75763
0,14,65,28.727844,-73.34161,2024-08-25,301.20264
0,14,66,28.646069,-73.050385,2024-08-25,301.43097
0,14,67,28.5634,-72.75986,2024-08-25,301.5632
0,14,68,28.47984,-72.47,2024-08-25,301.55408
0,14,69,28.395405,-72.18085,2024-08-25,301.29764
0,14,70,28.31007,-71.892365,2024-08-25,301.4138
0,14,71,28.223858,-71.604614,2024-08-25,301.80045
0,14,72,28.13678,-71.317535,2024-08-25,301.6825
0,15,0,32.215126,-93.38672,2024-08-25,304.8255
0,15,1,32.198906,-93.06552,2024-08-25,305.02185
0,15,2,32.1816,-92.74448,2024-08-25,304.41522
0,15,3,32.163204,-92.423584,2024-08-25,303.32275
0,15,4,32.143703,-92.102905,2024-08-25,304.4015
0,15,5,32.12313,-91.78241,2024-08-25,304.45325
0,15,6,32.10148,-91.4621,2024-08-25,305.84198
0,15,7,32.078743,-91.14197,2024-08-25,303.9954
0,15,8,32.054924,-90.82211,2024-08-25,301.5014
0,15,9,32.03003,-90.50244,2024-08-25,302.3378
0,15,10,32.00404,-90.183044,2024-08-25,301.58926
0,15,11,31.976986,-89.86389,2024-08-25,301.6411
0,15,12,31.94886,-89.54498,2024-08-25,302.0147
0,15,13,31.919659,-89.22635,2024-08-25,301.6891
0,15,14,31.889374,-88.90799,2024-08-25,300.90753
0,15,15,31.858032,-88.589905,2024-08-25,300.87195
0,15,16,31.825615,-88.272156,2024-08-25,301.13593
0,15,17,31.792133,-87.95468,2024-08-25,301.2612
0,15,18,31.757587,-87.63754,2024-08-25,301.62308
0,15,19,31.721981,-87.32074,2024-08-25,300.51318
0,15,20,31.685318,-87.00424,2024-08-25,299.79816
0,15,21,31.647587,-86.68811,2024-08-25,300.51904
0,15,22,31.608807,-86.372314,2024-08-25,300.6715
0,15,23,31.56897,-86.056915,2024-08-25,300.7602
0,15,24,31.528084,-85.74188,2024-08-25,301.07297
0,15,25,31.486156,-85.427216,2024-08-25,302.19302
0,15,26,31.443172,-85.112946,2024-08-25,302.1996
0,15,27,31.399147,-84.79907,2024-08-25,302.14673
0,15,28,31.35408,-84.485596,2024-08-25,302.36948
0,15,29,31.307976,-84.17255,2024-08-25,301.60358
0,15,30,31.260834,-83.859924,2024-08-25,300.2674
0,15,31,31.212673,-83.54776,2024-08-25,300.1466
0,15,32,31.163464,-83.23602,2024-08-25,299.15717
0,15,33,31.11324,-82.92474,2024-08-25,298.1258
0,15,34,31.061993,-82.61389,2024-08-25,297.66806
0,15,35,31.009716,-82.30353,2024-08-25,296.9494
0,15,36,30.95642,-81.99365,2024-08-25,296.86816
0,15,37,30.902119,-81.684265,2024-08-25,297.06018
0,15,38,30.846802,-81.37537,2024-08-25,299.27325
0,15,39,30.790466,-81.066956,2024-08-25,300.18396
0,15,40,30.733135,-80.75906,2024-08-25,300.1778
0,15,41,30.674797,-80.45169,2024-08-25,300.1928
0,15,42,30.61547,-80.14484,2024-08-25,301.06555
0,15,43,30.555145,-79.83853,2024-08-25,301.67493
0,15,44,30.493816,-79.532745,2024-08-25,301.61038
0,15,45,30.431507,-79.22751,2024-08-25,301.19553
0,15,46,30.368217,-78.92285,2024-08-25,301.09683
0,15,47,30.303944,-78.61871,2024-08-25,301.1896
0,15,48,30.23869,-78.315186,2024-08-25,301.1329
0,15,49,30.172462,-78.01221,2024-08-25,300.93622
0,15,50,30.10527,-77.70984,2024-08-25,300.7062
0,15,51,30.037102,-77.40802,2024-08-25,299.99713
0,15,52,29.967987,-77.10684,2024-08-25,299.8593
0,15,53,29.897896,-76.806244,2024-08-25,300.08267
0,15,54,29.826862,-76.506256,2024-08-25,300.55872
0,15,55,29.754879,-76.20691,2024-08-25,300.3331
0,15,56,29.681942,-75.90814,2024-08-25,300.46292
0,15,57,29.608059,-75.61005,2024-08-25,301.2647
0,15,58,29.533249,-75.31256,2024-08-25,301.36786
0,15,59,29.4575,-75.01572,2024-08-25,301.3135
0,15,60,29.380825,-74.71954,2024-08-25,301.2136
0,15,61,29.303219,-74.42401,2024-08-25,301.22516
0,15,62,29.224678,-74.12915,2024-08-25,301.0375
0,15,63,29.145237,-73.83493,2024-08-25,300.91815
0,15,64,29.06488,-73.54138,2024-08-25,301.06384
0,15,65,28.983624,-73.248535,2024-08-25,300.70123
0,15,66,28.901447,-72.95636,2024-08-25,301.5636
0,15,67,28.818386,-72.664856,2024-08-25,301.6659
0,15,68,28.734417,-72.374084,2024-08-25,301.727
0,15,69,28.649563,-72.083984,2024-08-25,301.74356
0,15,70,28.563824,-71.794586,2024-08-25,301.80005
0,15,71,28.477203,-71.50592,2024-08-25,301.86862
0,15,72,28.38971,-71.21796,2024-08-25,301.7204
0,16,0,32.487083,-93.36813,2024-08-25,305.1633
0,16,1,32.470787,-93.04562,2024-08-25,304.77133
0,16,2,32.453384,-92.7233,2024-08-25,303.86737
0,16,3,32.434887,-92.40112,2024-08-25,303.93243
0,16,4,32.415306,-92.07916,2024-08-25,306.1764
0,16,5,32.39463,-91.757355,2024-08-25,304.00586
0,16,6,32.37287,-91.43579,2024-08-25,304.37433
0,16,7,32.350018,-91.11441,2024-08-25,304.245
0,16,8,32.326077,-90.79324,2024-08-25,302.377
0,16,9,32.301052,-90.47232,2024-08-25,303.2616
0,16,10,32.274933,-90.15164,2024-08-25,303.2484
0,16,11,32.24775,-89.83124,2024-08-25,301.59302
0,16,12,32.21948,-89.51105,2024-08-25,301.42944
0,16,13,32.190117,-89.19116,2024-08-25,301.41052
0,16,14,32.159695,-88.87155,2024-08-25,300.57877
0,16,15,32.128185,-88.552246,2024-08-25,300.5755
0,16,16,32.09561,-88.233215,2024-08-25,300.9687
0,16,17,32.061966,-87.91452,2024-08-25,301.37
0,16,18,32.02724,-87.59613,2024-08-25,301.85806
0,16,19,31.991459,-87.278076,2024-08-25,301.66956
0,16,20,31.954609,-86.96036,2024-08-25,300.53467
0,16,21,31.916695,-86.643005,2024-08-25,300.1756
0,16,22,31.877716,-86.32599,2024-08-25,300.3778
0,16,23,31.837677,-86.00934,2024-08-25,300.292
0,16,24,31.796593,-85.693115,2024-08-25,301.17816
0,16,25,31.754452,-85.37723,2024-08-25,300.74957
0,16,26,31.71125,-85.06174,2024-08-25,301.0717
0,16,27,31.667004,-84.74667,2024-08-25,302.06155
0,16,28,31.621727,-84.43201,2024-08-25,301.93427
0,16,29,31.57539,-84.11777,2024-08-25,301.02835
0,16,30,31.528011,-83.803955,2024-08-25,299.87186
0,16,31,31.479607,-83.4906,2024-08-25,299.90482
0,16,32,31.430153,-83.17767,2024-08-25,299.53522
0,16,33,31.37968,-82.865234,2024-08-25,298.14914
0,16,34,31.328175,-82.55322,2024-08-25,297.599
0,16,35,31.275635,-82.2417,2024-08-25,297.2095
0,16,36,31.22208,-81.930664,2024-08-25,296.74478
0,16,37,31.1675,-81.62012,2024-08-25,297.0536
0,16,38,31.111916,-81.31009,2024-08-25,299.32037
0,16,39,31.055305,-81.00055,2024-08-25,300.16922
0,16,40,30.997688,-80.69153,2024-08-25,300.08102
0,16,41,30.939072,-80.383026,2024-08-25,300.53198
0,16,42,30.879436,-80.07504,2024-08-25,301.38464
0,16,43,30.818813,-79.76761,2024-08-25,301.4817
0,16,44,30.757183,-79.460724,2024-08-25,301.0961
0,16,45,30.694576,-79.15442,2024-08-25,300.62946
0,16,46,30.630966,-78.84863,2024-08-25,300.59775
0,16,47,30.566376,-78.54343,2024-08-25,300.747
0,16,48,30.500805,-78.2388,2024-08-25,300.26996
0,16,49,30.43425,-77.93475,2024-08-25,300.84222
0,16,50,30.366722,-77.63129,2024-08-25,300.07498
0,16,51,30.29823,-77.32843,2024-08-25,299.6865
0,16,52,30.228764,-77.026184,2024-08-25,299.66077
0,16,53,30.15834,-76.72455,2024-08-25,299.899
0,16,54,30.086956,-76.42352,2024-08-25,300.38763
0,16,55,30.01461,-76.12311,2024-08-25,300.29767
0,16,56,29.941322,-75.82333,2024-08-25,300.40372
0,16,57,29.86708,-75.5242,2024-08-25,301.14093
0,16,58,29.791904,-75.22571,2024-08-25,301.01138
0,16,59,29.715778,-74.92786,2024-08-25,300.98605
0,16,60,29.638725,-74.63068,2024-08-25,301.05554
0,16,61,29.56076,-74.33417,2024-08-25,301.0117
0,16,62,29.481842,-74.0383,2024-08-25,300.68884
0,16,63,29.402004,-73.7431,2024-08-25,300.91867
0,16,64,29.321266,-73.44861,2024-08-25,300.78186
0,16,65,29.239605,-73.154785,2024-08-25,300.72708
0,16,66,29.157032,-72.86163,2024-08-25,301.28424
0,16,67,29.073563,-72.569214,2024-08-25,300.69635
0,16,68,28.9892,-72.277466,2024-08-25,300.84027
0,16,69,28.903934,-71.98645,2024-08-25,301.7507
0,16,70,28.817783,-71.696106,2024-08-25,301.6327
0,16,71,28.730747,-71.406494,2024-08-25,301.67902
0,16,72,28.642822,-71.117615,2024-08-25,301.65247
0,17,0,32.75931,-93.349365,2024-08-25,304.45297
0,17,1,32.742924,-93.02557,2024-08-25,304.8758
0,17,2,32.725445,-92.701935,2024-08-25,304.0668
0,17,3,32.706852,-92.37848,2024-08-25,303.9082
0,17,4,32.687176,-92.05521,2024-08-25,304.9232
0,17,5,32.66639,-91.73212,2024-08-25,304.8521
0,17,6,32.64452,-91.40924,2024-08-25,304.6164
0,17,7,32.62155,-91.08661,2024-08-25,304.67804
0,17,8,32.597496,-90.76416,2024-08-25,302.60608
0,17,9,32.572334,-90.441956,2024-08-25,303.18988
0,17,10,32.546104,-90.119995,2024-08-25,302.9045
0,17,11,32.518772,-89.79828,2024-08-25,301.06906
0,17,12,32.490356,-89.47687,2024-08-25,300.98105
0,17,13,32.460857,-89.1557,2024-08-25,300.9524
0,17,14,32.43028,-88.83484,2024-08-25,300.65952
0,17,15,32.398613,-88.51425,2024-08-25,300.497
0,17,16,32.36587,-88.19397,2024-08-25,300.82794
0,17,17,32.33206,-87.87402,2024-08-25,301.88168
0,17,18,32.297157,-87.55438,2024-08-25,302.6665
0,17,19,32.26119,-87.23508,2024-08-25,303.659
0,17,20,32.224155,-86.91614,2024-08-25,302.1768
0,17,21,32.18605,-86.597534,2024-08-25,302.07562
0,17,22,32.14688,-86.2793,2024-08-25,301.94696
0,17,23,32.106644,-85.961426,2024-08-25,300.4309
0,17,24,32.06535,-85.64392,2024-08-25,300.33493
0,17,25,32.023003,-85.32684,2024-08-25,300.40277
0,17,26,31.97958,-85.01013,2024-08-25,300.99408
0,17,27,31.935116,-84.69385,2024-08-25,300.7411
0,17,28,31.889614,-84.37799,2024-08-25,300.52917
0,17,29,31.843044,-84.06256,2024-08-25,300.06705
0,17,30,31.795433,-83.74756,2024-08-25,299.66763
0,17,31,31.74678,-83.433014,2024-08-25,299.34177
0,17,32,31.697086,-83.1189,2024-08-25,299.27222
0,17,33,31.646362,-82.80527,2024-08-25,298.75052
0,17,34,31.594597,-82.492096,2024-08-25,298.2436
0,17,35,31.541794,-82.17941,2024-08-25,297.66534
0,17,36,31.48798,-81.86722,2024-08-25,296.8479
0,17,37,31.433132,-81.55551,2024-08-25,297.09543
0,17,38,31.377262,-81.24432,2024-08-25,299.15765
0,17,39,31.320374,-80.933624,2024-08-25,300.127
0,17,40,31.262474,-80.623474,2024-08-25,300.19775
0,17,41,31.203556,-80.31381,2024-08-25,300.43976
0,17,42,31.143642,-80.00473,2024-08-25,300.88815
0,17,43,31.08271,-79.69617,2024-08-25,301.076
0,17,44,31.020786,-79.38818,2024-08-25,301.04205
0,17,45,30.957867,-79.08072,2024-08-25,300.60635
0,17,46,30.893944,-78.773865,2024-08-25,300.52463
0,17,47,30.829037,-78.46753,2024-08-25,300.60342
0,17,48,30.763138,-78.161835,2024-08-25,300.23672
0,17,49,30.696259,-77.85669,2024-08-25,300.10544
0,17,50,30.628407,-77.552185,2024-08-25,299.75925
0,17,51,30.55957,-77.24823,2024-08-25,299.73132
0,17,52,30.489761,-76.944916,2024-08-25,299.7337
0,17,53,30.418991,-76.64221,2024-08-25,299.96066
0,17,54,30.347263,-76.34015,2024-08-25,300.09174
0,17,55,30.274567,-76.0387,2024-08-25,300.3005
0,17,56,30.200924,-75.737885,2024-08-25,300.51523
0,17,57,30.126312,-75.437744,2024-08-25,300.9476
0,17,58,30.050762,-75.138214,2024-08-25,300.83105
0,17,59,29.974277,-74.839355,2024-08-25,300.92462
0,17,60,29.89685,-74.54117,2024-08-25,300.91217
0,17,61,29.818497,-74.24362,2024-08-25,300.8158
0,17,62,29.739197,-73.94678,2024-08-25,300.76962
0,17,63,29.658985,-73.650604,2024-08-25,301.01236
0,17,64,29.577847,-73.3551,2024-08-25,300.6372
0,17,65,29.495796,-73.06033,2024-08-25,300.85727
0,17,66,29.412823,-72.766235,2024-08-25,301.27994
0,17,67,29.328949,-72.47284,2024-08-25,300.80045
0,17,68,29.244171,-72.180145,2024-08-25,300.45813
0,17,69,29.1585,-71.88818,2024-08-25,301.1275
0,17,70,29.071922,-71.596924,2024-08-25,301.60004
0,17,71,28.984463,-71.3064,2024-08-25,301.58795
0,17,72,28.896114,-71.01657,2024-08-25,301.5585
0,18,0,33.031807,-93.330444,2024-08-25,304.5207
0,18,1,33.015347,-93.00537,2024-08-25,304.6399
0,18,2,32.99775,-92.68042,2024-08-25,304.144
0,18,3,32.979084,-92.35565,2024-08-25,303.83374
0,18,4,32.959312,-92.03107,2024-08-25,303.95868
0,18,5,32.938423,-91.706696,2024-08-25,305.13113
0,18,6,32.91643,-91.38251,2024-08-25,305.76355
0,18,7,32.89335,-91.05856,2024-08-25,305.34833
0,18,8,32.869164,-90.73483,2024-08-25,305.07324
0,18,9,32.843887,-90.41135,2024-08-25,302.46643
0,18,10,32.817513,-90.088104,2024-08-25,302.20575
0,18,11,32.79005,-89.76511,2024-08-25,300.90945
0,18,12,32.761486,-89.44238,2024-08-25,301.1794
0,18,13,32.731842,-89.119965,2024-08-25,301.0954
0,18,14,32.70111,-88.79779,2024-08-25,300.63538
0,18,15,32.669292,-88.47595,2024-08-25,300.98993
0,18,16,32.636387,-88.15442,2024-08-25,301.79645
0,18,17,32.602398,-87.83319,2024-08-25,302.47552
0,18,18,32.567326,-87.5123,2024-08-25,302.17877
0,18,19,32.53118,-87.19174,2024-08-25,302.2227
0,18,20,32.49396,-86.87152,2024-08-25,301.63577
0,18,21,32.455673,-86.5517,2024-08-25,301.79037
0,18,22,32.416298,-86.23221,2024-08-25,301.78662
0,18,23,32.375862,-85.913086,2024-08-25,300.8188
0,18,24,32.334362,-85.59439,2024-08-25,301.02396
0,18,25,32.29179,-85.27606,2024-08-25,300.32236
0,18,26,32.248165,-84.95813,2024-08-25,300.0973
0,18,27,32.203476,-84.640625,2024-08-25,299.5673
0,18,28,32.157745,-84.32355,2024-08-25,299.5395
0,18,29,32.110947,-84.0069,2024-08-25,299.63446
0,18,30,32.063095,-83.690704,2024-08-25,299.77612
0,18,31,32.0142,-83.37494,2024-08-25,299.41333
0,18,32,31.96426,-83.05966,2024-08-25,299.00104
0,18,33,31.913288,-82.74481,2024-08-25,298.86316
0,18,34,31.861256,-82.43048,2024-08-25,298.7331
0,18,35,31.808205,-82.11661,2024-08-25,298.10593
0,18,36,31.754105,-81.80325,2024-08-25,297.22217
0,18,37,31.698997,-81.49036,2024-08-25,296.88318
0,18,38,31.642845,-81.17801,2024-08-25,298.69562
0,18,39,31.585678,-80.86618,2024-08-25,299.98175
0,18,40,31.527496,-80.55487,2024-08-25,300.02335
0,18,41,31.468288,-80.24408,2024-08-25,300.33752
0,18,42,31.408066,-79.93384,2024-08-25,300.64963
0,18,43,31.346848,-79.624146,2024-08-25,301.04916
0,18,44,31.28461,-79.31503,2024-08-25,301.19214
0,18,45,31.221382,-79.00647,2024-08-25,300.80737
0,18,46,31.157139,-78.69849,2024-08-25,300.9237
0,18,47,31.091915,-78.39108,2024-08-25,300.71582
0,18,48,31.0257,-78.08429,2024-08-25,300.1291
0,18,49,30.958488,-77.778076,2024-08-25,299.99268
0,18,50,30.890297,-77.47244,2024-08-25,299.79745
0,18,51,30.821125,-77.16742,2024-08-25,299.82547
0,18,52,30.75098,-76.86304,2024-08-25,299.862
0,18,53,30.679867,-76.559265,2024-08-25,299.9653
0,18,54,30.60778,-76.256165,2024-08-25,299.7546
0,18,55,30.534729,-75.95364,2024-08-25,300.51978
0,18,56,30.460724,-75.651794,2024-08-25,300.8245
0,18,57,30.385765,-75.350586,2024-08-25,300.88828
0,18,58,30.309845,-75.05005,2024-08-25,300.7644
0,18,59,30.232979,-74.75018,2024-08-25,300.79755
0,18,60,30.15517,-74.45099,2024-08-25,300.85126
0,18,61,30.076431,-74.152435,2024-08-25,300.7992
0,18,62,29.996773,-73.85458,2024-08-25,300.94
0,18,63,29.916153,-73.557434,2024-08-25,301.00543
0,18,64,29.834614,-73.260956,2024-08-25,300.89337
0,18,65,29.752167,-72.96518,2024-08-25,300.9043
0,18,66,29.6688,-72.670105,2024-08-25,301.1978
0,18,67,29.584522,-72.37573,2024-08-25,301.3408
0,18,68,29.499348,-72.08209,2024-08-25,301.1054
0,18,69,29.413261,-71.789185,2024-08-25,300.86765
0,18,70,29.326263,-71.49701,2024-08-25,301.4508
0,18,71,29.238388,-71.205536,2024-08-25,301.57697
0,18,72,29.149624,-70.914795,2024-08-25,301.61212
0,19,0,33.304565,-93.3114,2024-08-25,304.43787
0,19,1,33.288002,-92.984985,2024-08-25,303.8636
0,19,2,33.270344,-92.65872,2024-08-25,303.83615
0,19,3,33.25157,-92.33264,2024-08-25,303.92096
0,19,4,33.231693,-92.006744,2024-08-25,304.14844
0,19,5,33.2107,-91.68106,2024-08-25,305.11298
0,19,6,33.188602,-91.35556,2024-08-25,306.07892
0,19,7,33.165405,-91.030304,2024-08-25,305.3464
0,19,8,33.141106,-90.70526,2024-08-25,304.76907
0,19,9,33.115696,-90.38049,2024-08-25,303.67038
0,19,10,33.08919,-90.05594,2024-08-25,302.13834
0,19,11,33.061584,-89.73166,2024-08-25,300.83716
0,19,12,33.032883,-89.40765,2024-08-25,300.50873
0,19,13,33.003086,-89.08392,2024-08-25,300.4601
0,19,14,32.972202,-88.7605,2024-08-25,300.31116
0,19,15,32.940216,-88.43735,2024-08-25,301.63812
0,19,16,32.907146,-88.11453,2024-08-25,301.69208
0,19,17,32.87299,-87.79205,2024-08-25,300.52722
0,19,18,32.83774,-87.46988,2024-08-25,300.08676
0,19,19,32.801422,-87.14807,2024-08-25,300.13678
0,19,20,32.764008,-86.8266,2024-08-25,300.08627
0,19,21,32.725525,-86.50549,2024-08-25,300.4696
0,19,22,32.68596,-86.18475,2024-08-25,300.54465
0,19,23,32.64533,-85.86438,2024-08-25,300.05475
0,19,24,32.603615,-85.54443,2024-08-25,299.44852
0,19,25,32.56083,-85.224884,2024-08-25,299.3721
0,19,26,32.516987,-84.90573,2024-08-25,300.65076
0,19,27,32.472088,-84.586975,2024-08-25,299.67465
0,19,28,32.426113,-84.26868,2024-08-25,299.42535
0,19,29,32.379078,-83.950806,2024-08-25,299.72247
0,19,30,32.330994,-83.63342,2024-08-25,299.91833
0,19,31,32.281857,-83.31644,2024-08-25,299.23334
0,19,32,32.23167,-82.99994,2024-08-25,298.40308
0,19,33,32.18043,-82.68393,2024-08-25,298.33768
0,19,34,32.12816,-82.36838,2024-08-25,298.49435
0,19,35,32.07484,-82.053345,2024-08-25,299.26385
0,19,36,32.02048,-81.73877,2024-08-25,298.8246
0,19,37,31.965088,-81.42474,2024-08-25,297.41843
0,19,38,31.908657,-81.111206,2024-08-25,298.12854
0,19,39,31.851223,-80.79822,2024-08-25,299.68616
0,19,40,31.792736,-80.48572,2024-08-25,299.7932
0,19,41,31.733246,-80.1738,2024-08-25,300.06528
0,19,42,31.67273,-79.86243,2024-08-25,300.4241
0,19,43,31.611202,-79.551605,2024-08-25,300.93182
0,19,44,31.548656,-79.24133,2024-08-25,301.32077
0,19,45,31.485111,-78.93167,2024-08-25,301.08655
0,19,46,31.420567,-78.62256,2024-08-25,300.99426
0,19,47,31.355015,-78.314026,2024-08-25,300.87952
0,19,48,31.288464,-78.006134,2024-08-25,300.3971
0,19,49,31.22094,-77.69879,2024-08-25,300.29608
0,19,50,31.15242,-77.39209,2024-08-25,300.13205
0,19,51,31.082901,-77.086,2024-08-25,300.20776
0,19,52,31.012413,-76.78055,2024-08-25,300.1921
0,19,53,30.94094,-76.47571,2024-08-25,299.899
0,19,54,30.8685,-76.17151,2024-08-25,300.07526
0,19,55,30.795105,-75.86798,2024-08-25,300.7696
0,19,56,30.72073,-75.56506,2024-08-25,300.9437
0,19,57,30.645405,-75.26282,2024-08-25,300.87646
0,19,58,30.569118,-74.96124,2024-08-25,300.76227
0,19,59,30.491886,-74.66034,2024-08-25,300.80014
0,19,60,30.413708,-74.36011,2024-08-25,300.86624
0,19,61,30.33458,-74.06055,2024-08-25,300.94427
0,19,62,30.25452,-73.76172,2024-08-25,300.98026
0,19,63,30.173515,-73.46353,2024-08-25,301.04288
0,19,64,30.091587,-73.16608,2024-08-25,301.08295
0,19,65,30.008743,-72.86932,2024-08-25,301.01245
0,19,66,29.924973,-72.57327,2024-08-25,300.87573
0,19,67,29.840298,-72.277954,2024-08-25,301.16226
0,19,68,29.754696,-71.98334,2024-08-25,300.85712
0,19,69,29.66819,-71.68948,2024-08-25,300.9399
0,19,70,29.580791,-71.39633,2024-08-25,300.7791
0,19,71,29.492485,-71.10394,2024-08-25,300.91187
0,19,72,29.403301,-70.81229,2024-08-25,301.08154
0,20,0,33.577576,-93.292175,2024-08-25,304.22974
0,20,1,33.560936,-92.96442,2024-08-25,303.584
0,20,2,33.543182,-92.63684,2024-08-25,303.71127
0,20,3,33.524315,-92.30945,2024-08-25,303.66727
0,20,4,33.50433,-91.98221,2024-08-25,304.05127
0,20,5,33.48323,-91.65521,2024-08-25,304.68805
0,20,6,33.46103,-91.3284,2024-08-25,306.3322
0,20,7,33.43771,-91.0018,2024-08-25,305.3346
0,20,8,33.41329,-90.675476,2024-08-25,304.61896
0,20,9,33.387756,-90.349365,2024-08-25,304.17438
0,20,10,33.361107,-90.0235,2024-08-25,301.63367
0,20,11,33.333378,-89.69794,2024-08-25,300.78525
0,20,12,33.304527,-89.37262,2024-08-25,300.03424
0,20,13,33.274586,-89.04761,2024-08-25,300.23764
0,20,14,33.243538,-88.72287,2024-08-25,301.60873
0,20,15,33.21139,-88.39844,2024-08-25,302.42084
0,20,16,33.178158,-88.07434,2024-08-25,300.60056
0,20,17,33.14383,-87.75055,2024-08-25,300.40085
0,20,18,33.10841,-87.427124,2024-08-25,300.31586
0,20,19,33.0719,-87.104004,2024-08-25,299.5381
0,20,20,33.0343,-86.78128,2024-08-25,299.39294
0,20,21,32.99563,-86.45892,2024-08-25,299.41965
0,20,22,32.95586,-86.1369,2024-08-25,299.05002
0,20,23,32.915024,-85.81531,2024-08-25,299.01672
0,20,24,32.873108,-85.49408,2024-08-25,298.68323
0,20,25,32.830112,-85.17328,2024-08-25,298.63855
0,20,26,32.786057,-84.852905,2024-08-25,298.21533
0,20,27,32.740917,-84.5329,2024-08-25,298.2666
0,20,28,32.694717,-84.21338,2024-08-25,298.86667
0,20,29,32.647457,-83.89429,2024-08-25,299.8606
0,20,30,32.59913,-83.57565,2024-08-25,299.6823
0,20,31,32.54975,-83.25748,2024-08-25,298.73105
0,20,32,32.499306,-82.93976,2024-08-25,298.03806
0,20,33,32.44782,-82.62253,2024-08-25,297.87692
0,20,34,32.395287,-82.305786,2024-08-25,297.94055
0,20,35,32.341698,-81.98953,2024-08-25,298.70956
0,20,36,32.287075,-81.6738,2024-08-25,298.7218
0,20,37,32.231403,-81.35858,2024-08-25,297.38107
0,20,38,32.174706,-81.043884,2024-08-25,297.07013
0,20,39,32.11697,-80.729675,2024-08-25,299.36755
0,20,40,32.058212,-80.41608,2024-08-25,299.79114
0,20,41,31.998413,-80.10297,2024-08-25,299.83444
0,20,42,31.937603,-79.790436,2024-08-25,299.9914
0,20,43,31.87577,-79.478485,2024-08-25,300.5531
0,20,44,31.812923,-79.16708,2024-08-25,301.0436
0,20,45,31.749062,-78.85626,2024-08-25,301.11627
0,20,46,31.684204,-78.54602,2024-08-25,300.89413
0,20,47,31.618324,-78.23639,2024-08-25,300.89673
0,20,48,31.551453,-77.92737,2024-08-25,300.77625
0,20,49,31.483585,-77.61896,2024-08-25,300.627
0,20,50,31.414726,-77.31116,2024-08-25,300.47952
0,20,51,31.344872,-77.00397,2024-08-25,300.38126
0,20,52,31.274036,-76.69742,2024-08-25,300.11053
0,20,53,31.202232,-76.39151,2024-08-25,300.0538
0,20,54,31.12944,-76.08624,2024-08-25,300.57843
0,20,55,31.055676,-75.78162,2024-08-25,300.89288
0,20,56,30.980938,-75.47766,2024-08-25,300.94177
0,20,57,30.90524,-75.17438,2024-08-25,300.86124
0,20,58,30.828594,-74.871765,2024-08-25,300.80286
0,20,59,30.75098,-74.569824,2024-08-25,300.83594
0,20,60,30.672413,-74.268555,2024-08-25,300.93042
0,20,61,30.59291,-73.96799,2024-08-25,300.9516
0,20,62,30.512463,-73.66812,2024-08-25,301.00174
0,20,63,30.431076,-73.36896,2024-08-25,301.03445
0,20,64,30.348751,-73.070496,2024-08-25,301.0288
0,20,65,30.265503,-72.772766,2024-08-25,300.95126
0,20,66,30.181335,-72.47574,2024-08-25,300.47324
0,20,67,30.096237,-72.17944,2024-08-25,300.8209
0,20,68,30.010235,-71.88388,2024-08-25,301.00775
0,20,69,29.923313,-71.58905,2024-08-25,301.2218
0,20,70,29.835495,-71.29495,2024-08-25,300.73166
0,20,71,29.746765,-71.00162,2024-08-25,300.46887
0,20,72,29.657154,-70.709015,2024-08-25,300.5171
0,21,0,33.85083,-93.2728,2024-08-25,304.50708
0,21,1,33.834106,-92.943695,2024-08-25,303.91016
0,21,2,33.81627,-92.61478,2024-08-25,303.70966
0,21,3,33.797302,-92.28604,2024-08-25,303.52777
0,21,4,33.77722,-91.95749,2024-08-25,303.86948
0,21,5,33.75602,-91.62915,2024-08-25,305.33804
0,21,6,33.7337,-91.300995,2024-08-25,306.18738
0,21,7,33.710266,-90.97308,2024-08-25,304.0848
0,21,8,33.68572,-90.64542,2024-08-25,304.7439
0,21,9,33.660053,-90.31799,2024-08-25,304.54166
0,21,10,33.633293,-89.990814,2024-08-25,302.71774
0,21,11,33.605404,-89.66391,2024-08-25,301.18414
0,21,12,33.576416,-89.33728,2024-08-25,300.00922
0,21,13,33.54632,-89.01099,2024-08-25,300.52136
0,21,14,33.515118,-88.68494,2024-08-25,302.6607
0,21,15,33.482815,-88.35919,2024-08-25,301.4775
0,21,16,33.449406,-88.03381,2024-08-25,299.9257
0,21,17,33.414913,-87.70874,2024-08-25,299.85132
0,21,18,33.379307,-87.384,2024-08-25,299.80322
0,21,19,33.34262,-87.05963,2024-08-25,299.47702
0,21,20,33.304836,-86.735596,2024-08-25,299.43506
0,21,21,33.265965,-86.41196,2024-08-25,299.09192
0,21,22,33.22601,-86.088684,2024-08-25,298.03433
0,21,23,33.184963,-85.76581,2024-08-25,297.6101
0,21,24,33.142838,-85.44333,2024-08-25,297.72534
0,21,25,33.09963,-85.12128,2024-08-25,297.8271
0,21,26,33.055344,-84.79962,2024-08-25,297.52972
0,21,27,33.00999,-84.47839,2024-08-25,297.7549
0,21,28,32.96356,-84.15762,2024-08-25,298.04477
0,21,29,32.91606,-83.83728,2024-08-25,299.4051
0,21,30,32.867493,-83.517426,2024-08-25,298.64664
0,21,31,32.817863,-83.19803,2024-08-25,298.29468
0,21,32,32.767178,-82.87909,2024-08-25,297.88992
0,21,33,32.71543,-82.56064,2024-08-25,297.53528
